ranking,title,year,duration,genre,rating,directors,votes
"3,264.", Pretty Guardian Sailor Moon,(2003–2004),,,6.6,,8
"3,265.", Pretty Guardian Sailor Moon,(2003–2004),,,6.4,,8
"3,266.", Pretty Guardian Sailor Moon,(2003–2004),,,8.1,,11
"3,267.", Pretty Guardian Sailor Moon,(2003–2004),,,6.8,,8
"3,268.", Pretty Guardian Sailor Moon,(2003–2004),,,7.1,,10
"3,269.", Pretty Guardian Sailor Moon,(2003–2004),,,7,,9
"3,270.", Pretty Guardian Sailor Moon,(2003–2004),,,7.6,,10
"3,271.", Pretty Guardian Sailor Moon,(2003–2004),,,7.4,,10
"3,272.", Pretty Guardian Sailor Moon,(2003–2004),,,7.6,,10
"3,273.", Pretty Guardian Sailor Moon,(2003–2004),,,6.6,,8
"3,274.", Pretty Guardian Sailor Moon,(2003–2004),30 min,"Action, Adventure, Fantasy",7,,9
"3,275.", Pretty Guardian Sailor Moon,(2003–2004),,,6.7,,9
"3,276.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.2,"Kazuhisa Takenouchi,Jun'ichi Satô,Charlotte Ardai,Brian Beacock,Annelie Berg,Ewamaria Björkström-Roos",123
"3,277.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.5,"Kônosuke Uda,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",58
"3,278.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.2,"Takuya Igarashi,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Kira Buckland,Christine Marie Cabanos",56
"3,279.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.8,"Yûji Endô,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Christine Marie Cabanos,Robbie Daymond",55
"3,280.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.7,"Jun'ichi Satô,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",113
"3,281.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.3,,124
"3,282.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.5,"Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",53
"3,283.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.7,"Harume Kosaka,Kunihiko Ikuhara,Kae Araki,Kira Buckland,Christine Marie Cabanos,Robbie Daymond",61
"3,284.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.5,"Yûji Endô,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Robbie Daymond,Sandy Fox",59
"3,285.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.2,"Kônosuke Uda,Kunihiko Ikuhara,Kotono Mitsuishi,Michie Tomizawa,Aya Hisakawa,Emi Shinohara",69
"3,286.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.6,"Harume Kosaka,Kunihiko Ikuhara,Tomohisa Asô,Johnny Yong Bosch,Kira Buckland,Rica Fukami",102
"3,287.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.3,,52
"3,288.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.8,"Kônosuke Uda,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Kira Buckland,Christine Marie Cabanos",67
"3,289.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.3,"Harume Kosaka,Kunihiko Ikuhara,Kotono Mitsuishi,Michie Tomizawa,Aya Hisakawa,Emi Shinohara",59
"3,290.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.5,"Noriyo Sasaki,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa",54
"3,291.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.5,"Hiroki Shibata,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa",104
"3,292.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.4,"Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa",86
"3,293.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.6,"Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Tôru Furuya,Michie Tomizawa,Aya Hisakawa",63
"3,294.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.5,"Jun'ichi Satô,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",82
"3,295.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",6.8,"Harume Kosaka,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Robbie Daymond,Sandy Fox",53
"3,296.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.4,"Takuya Igarashi,Kunihiko Ikuhara,Kae Araki,Kira Buckland,Christine Marie Cabanos,Sandy Fox",55
"3,297.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.5,"Harume Kosaka,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Christine Marie Cabanos,Robbie Daymond",63
"3,298.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.1,"Yûji Endô,Kunihiko Ikuhara,Kae Araki,Kira Buckland,Christine Marie Cabanos,Robbie Daymond",75
"3,299.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8,,64
"3,300.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8,"Takuya Igarashi,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",66
"3,301.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.7,"Takuya Igarashi,Kunihiko Ikuhara,Christine Marie Cabanos,Rica Fukami,Kate Higgins,Aya Hisakawa",66
"3,302.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8,"Harume Kosaka,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa",56
"3,303.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.3,"Jun'ichi Satô,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa",75
"3,304.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.7,"Noriyo Sasaki,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa",62
"3,305.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.4,"Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa",62
"3,306.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.4,"Harume Kosaka,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",78
"3,307.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",8.5,"Hiroki Shibata,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",78
"3,308.", Sailor Moon,(1992–1997),30 min,"Animation, Action, Adventure",7.8,"Noriyo Sasaki,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara",51
"3,309.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.8,"Jun'ichi Satô,Kunihiko Ikuhara,Yuri Amano,Kae Araki,John Eric Bentley,Robbie Daymond",57
"3,310.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.7,"Harume Kosaka,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond",85
"3,311.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.2,"Yûji Endô,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond",48
"3,312.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.2,"Hiroki Shibata,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Robbie Daymond,Sandy Fox",52
"3,313.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.3,,65
"6,324.", Duck Dodgers,(2003–2005),,,8.4,"Spike Brandt,Tony Cervone,Joe Alaskey,Bob Bergen,Tim Curry,Michael Dorn",63
"6,325.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.4,,198
"6,326.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",8.1,,192
"6,327.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.8,,199
"6,328.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.4,,170
"6,329.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.5,,200
"6,330.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.3,,171
"6,331.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.9,,235
"6,332.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.1,,166
"6,333.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.8,,221
"6,334.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.4,,170
"6,335.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.8,,209
"6,336.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.3,,169
"6,337.", DuckTales,(1987–1990),30 min,"Animation, Action, Adventure",7.4,,214
"6,338.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.4,,191
"6,339.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.4,"James T. Walker,Bob Hathcock,Susan Blu,Victoria Carroll,Joan Gerber,Charles Pierce",138
"6,340.", DuckTales,(1987–1990),23 min,"Animation, Action, Adventure",7.3,,261
"6,341.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.6,,136
"6,342.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.2,,139
"6,343.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",6.9,,128
"6,344.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.2,,147
"6,345.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.8,,160
"6,346.", The Dukes of Hazzard,(1979–1985),50 min,"Action, Comedy",7.5,,165
"6,347.", The Dukes of Hazzard,(1979–1985),50 min,"Action, Comedy",7.8,,160
"6,348.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",8.1,,163
"6,349.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.2,,137
"6,350.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",6.9,,134
"6,351.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.1,,140
"6,352.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.3,,132
"6,353.", The Dukes of Hazzard,(1979–1985),48 min,"Action, Comedy",7.7,,139
"6,354.", The Dukes of Hazzard,(1979–1985),60 min,"Action, Comedy",7.3,,150
"6,355.", The Dukes of Hazzard,(1979–1985),50 min,"Action, Comedy",7.1,,148
"6,356.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.1,,130
"6,357.", The Dukes of Hazzard,(1979–1985),120 min,"Action, Comedy",7.8,,185
"6,358.", The Dukes of Hazzard,(1979–1985),48 min,"Action, Comedy",7.1,,137
"6,359.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.5,,129
"6,360.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.2,,144
"6,361.", The Dukes of Hazzard,(1979–1985),48 min,"Action, Comedy",6.5,,128
"6,362.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.6,,136
"6,363.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.4,,128
"6,364.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.4,,132
"6,365.", The Dukes of Hazzard,(1979–1985),48 min,"Action, Comedy",6.7,,132
"6,366.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",6.5,,135
"6,367.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.2,,132
"6,368.", The Dukes of Hazzard,(1979–1985),50 min,"Action, Comedy",7.3,,249
"6,369.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.6,,135
"6,370.", The Dukes of Hazzard,(1979–1985),50 min,"Action, Comedy",7.7,,178
"6,371.", The Dukes of Hazzard,(1979–1985),49 min,"Action, Comedy",7.3,,129
"6,372.", The Dukes of Hazzard,(1979–1985),48 min,"Action, Comedy",7.8,,140
"6,373.", The Dukes of Hazzard,(1979–1985),50 min,"Action, Comedy",7.3,,195
"6,885.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",8,,100
"6,886.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.8,,104
"6,887.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",8.5,,69
"6,888.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.7,,191
"6,889.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.7,,94
"6,890.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.3,,89
"6,891.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",7.4,,55
"6,892.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.5,,54
"6,893.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.7,,69
"6,894.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.8,,60
"6,895.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7,,103
"6,896.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.5,,54
"6,897.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",7.7,,59
"6,898.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.6,,86
"6,899.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.3,,59
"6,900.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",8.1,,55
"6,901.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.6,,79
"6,902.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.3,,54
"6,903.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",7.7,,56
"6,904.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.8,,54
"6,905.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",8.2,,61
"6,906.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.5,,75
"6,907.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",7.5,,54
"6,908.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",7.9,,73
"6,909.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.8,,60
"6,910.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.3,,124
"6,911.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.1,,113
"6,912.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.6,,74
"6,913.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.1,,48
"6,914.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.2,,135
"6,915.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.3,,106
"6,916.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",8,,57
"6,917.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.7,,82
"6,918.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.6,,142
"6,919.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",8,,55
"6,920.", The Equalizer,(1985–1989),60 min,"Action, Crime, Drama",8,,63
"6,921.", The Equalizer,(1985–1989),60 min,"Action, Crime, Drama",7.9,,57
"6,922.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.1,,59
"6,923.", The Equalizer,(1985–1989),45 min,"Action, Crime, Drama",8,,55
"6,924.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.7,,60
"6,925.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.8,,55
"6,926.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.3,,74
"6,927.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.8,,98
"6,928.", The Equalizer,(1985–1989),60 min,"Action, Crime, Drama",7.8,,60
"6,929.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.6,,89
"6,930.", The Equalizer,(1985–1989),48 min,"Action, Crime, Drama",7.6,,86
"6,931.", The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",7.8,,53
"6,932.", The Equalizer,(1985–1989),47 min,"Action, Crime, Drama",7.3,,92
"6,933.", Eugenie Sandler P.I.,(2000),,,,,
"6,934.", Eugenie Sandler P.I.,(2000),,,,,
"4,335.", CBS Summer Playhouse,(1987–1989),,,,,
"4,336.", CBS Summer Playhouse,(1987–1989),,,,,
"4,337.", CBS Summer Playhouse,(1987–1989),,,,,
"4,338.", CI5: The New Professionals,(1998–1999),49 min,"Action, Adventure, Crime",5.6,,22
"4,339.", CI5: The New Professionals,(1998–1999),48 min,"Action, Adventure, Crime",6.5,,14
"4,340.", CI5: The New Professionals,(1998–1999),49 min,"Action, Adventure, Crime",6.6,,14
"4,341.", CI5: The New Professionals,(1998–1999),47 min,"Action, Adventure, Crime",6.4,,14
"4,342.", CI5: The New Professionals,(1998–1999),48 min,"Action, Adventure, Crime",6.4,,14
"4,343.", CI5: The New Professionals,(1998–1999),48 min,"Action, Adventure, Crime",6.3,,15
"4,344.", CI5: The New Professionals,(1998–1999),48 min,"Action, Adventure, Crime",6.2,,14
"4,345.", CI5: The New Professionals,(1998–1999),46 min,"Action, Adventure, Crime",6.5,,15
"4,346.", CI5: The New Professionals,(1998–1999),47 min,"Action, Adventure, Crime",6.1,,17
"4,347.", CI5: The New Professionals,(1998–1999),49 min,"Action, Adventure, Crime",6.9,,14
"4,348.", CI5: The New Professionals,(1998–1999),49 min,"Action, Adventure, Crime",7.2,,15
"4,349.", CI5: The New Professionals,(1998–1999),48 min,"Action, Adventure, Crime",5.8,,14
"4,350.", CI5: The New Professionals,(1998–1999),48 min,"Action, Adventure, Crime",7,,16
"4,351.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7.6,,363
"4,352.", CSI: Miami,(2002–2012),55 min,"Action, Crime, Drama",6.7,,340
"4,353.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",7,,512
"4,354.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",7,,359
"4,355.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7,,339
"4,356.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",6.9,,525
"4,357.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",7,,430
"4,358.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",7.1,,444
"4,359.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",7.5,,475
"4,360.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",6.6,,413
"4,361.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",7.1,,338
"4,362.", CSI: Miami,(2002–2012),54 min,"Action, Crime, Drama",7.5,,493
"4,363.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7.1,,578
"4,364.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",7.3,,537
"4,365.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7,,464
"4,366.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",7.1,,512
"4,367.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",7,,443
"4,368.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",6.9,,334
"4,369.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",7.5,,369
"4,370.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7,,329
"4,371.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7.5,,504
"4,372.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",7.1,,457
"4,373.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",6.7,,402
"4,374.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",7.2,,457
"4,375.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",6.9,,323
"4,376.", CSI: Miami,(2002–2012),44 min,"Action, Crime, Drama",7.5,,465
"4,377.", CSI: Miami,(2002–2012),60 min,"Action, Crime, Drama",6.7,,448
"4,378.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",6.8,,468
"4,379.", CSI: Miami,(2002–2012),42 min,"Action, Crime, Drama",6.7,,468
"4,380.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",6.9,,450
"4,381.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",6.9,,322
"4,382.", CSI: Miami,(2002–2012),55 min,"Action, Crime, Drama",7.2,,411
"4,383.", CSI: Miami,(2002–2012),43 min,"Action, Crime, Drama",7,,461
"4,384.", CSI: Miami,(2002–2012),45 min,"Action, Crime, Drama",7,,456
"7,599.", Front ohne Gnade,(1984),57 min,"War, Drama, Action",,,
"7,600.", Front ohne Gnade,(1984),60 min,"War, Drama, Action",,,
"7,601.", Front ohne Gnade,(1984),59 min,"War, Drama, Action",,,
"7,602.", Front ohne Gnade,(1984),56 min,"War, Drama, Action",,,
"7,603.", The Fugitive,(2000–2001),,,7.6,,20
"7,604.", The Fugitive,(2000–2001),,,7.6,,22
"7,605.", The Fugitive,(2000–2001),,,7.6,,23
"7,606.", The Fugitive,(2000–2001),,,7.6,,21
"7,607.", The Fugitive,(2000–2001),,,7.2,,30
"7,608.", The Fugitive,(2000–2001),,,7.6,,20
"7,609.", The Fugitive,(2000–2001),,,7.8,,21
"7,610.", The Fugitive,(2000–2001),,,7.3,,21
"7,611.", The Fugitive,(2000–2001),,,,,
"7,612.", The Fugitive,(2000–2001),,,7.6,,21
"7,613.", The Fugitive,(2000–2001),,,7.2,,23
"7,614.", The Fugitive,(2000–2001),60 min,"Action, Drama, Mystery",7.7,,21
"7,615.", The Fugitive,(2000–2001),,,7.3,,19
"7,616.", The Fugitive,(2000–2001),,,7.3,,44
"7,617.", The Fugitive,(2000–2001),,,7.4,,22
"7,618.", The Fugitive,(2000–2001),,,8,,29
"7,619.", The Fugitive,(2000–2001),,,7.3,,21
"7,620.", The Fugitive,(2000–2001),,,7.5,,19
"7,621.", The Fugitive,(2000–2001),,,7.5,,20
"7,622.", The Fugitive,(2000–2001),,,7.5,,19
"7,623.", The Fugitive,(2000–2001),,,7.8,,21
"7,624.", The Fugitive,(2000–2001),,,7.3,,24
"7,625.", The Fugitive,(2000–2001),,,7.2,,19
"7,626.", Future Cop,(1976–1977),50 min,"Action, Crime, Drama",7.3,,10
"7,627.", Future Cop,(1976–1977),50 min,"Action, Crime, Drama",7.6,,12
"7,628.", Future Cop,(1976–1977),100 min,"Action, Crime, Drama",8,,8
"7,629.", Good vs Evil,(1999–2000),,,8,,17
"7,630.", Good vs Evil,(1999–2000),,,8.9,,14
"7,631.", Good vs Evil,(1999–2000),,,9.2,,14
"7,632.", Good vs Evil,(1999–2000),,,9,,11
"7,633.", Good vs Evil,(1999–2000),,,8.2,,14
"7,634.", Good vs Evil,(1999–2000),,,8.7,,23
"7,635.", Good vs Evil,(1999–2000),,,7.5,,15
"7,636.", Good vs Evil,(1999–2000),,,6.1,,297
"7,637.", Good vs Evil,(1999–2000),,,8.6,,13
"7,638.", Good vs Evil,(1999–2000),,,8.8,,13
"7,639.", Good vs Evil,(1999–2000),,,8.8,,17
"7,640.", Good vs Evil,(1999–2000),,,8.8,,13
"7,641.", Good vs Evil,(1999–2000),,,8,,14
"7,642.", Good vs Evil,(1999–2000),,,8.8,,11
"7,643.", Good vs Evil,(1999–2000),,,8.5,"Jonas Pate,Josh Pate,Clayton Rohner,Richard Brooks,Googy Gress,Marshall Bell",19
"7,644.", Good vs Evil,(1999–2000),,,8.3,,13
"7,645.", Good vs Evil,(1999–2000),,,9.5,,13
"7,646.", Good vs Evil,(1999–2000),,,8.7,,13
"7,647.", Good vs Evil,(1999–2000),,,8,,18
"7,648.", Good vs Evil,(1999–2000),,,9,,14
"1,020.", The A-Team,(1983–1987),47 min,"Action, Adventure, Crime",6.5,,245
"1,021.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",6.9,,245
"1,022.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",6.7,,254
"1,023.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",6.9,,306
"1,024.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",7.1,,378
"1,025.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",7.1,,270
"1,026.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",7.4,,357
"1,027.", The A-Team,(1983–1987),49 min,"Action, Adventure, Crime",7.4,,348
"1,028.", The A-Team,(1983–1987),48 min,"Action, Adventure, Crime",6.9,,270
"1,029.", The A-Team,(1983–1987),48 min,"Action, Adventure, Crime",7.2,,302
"1,030.", The Unfettered Shogun,(1978–2008),,,,,
"1,031.", Acapulco H.E.A.T.,(1993–1994),43 min,"Action, Adventure",5.8,,23
"1,032.", Acapulco H.E.A.T.,(1993–1994),43 min,"Action, Adventure",5.3,,23
"1,033.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",6.5,,18
"1,034.", Acapulco H.E.A.T.,(1993–1994),43 min,"Action, Adventure",5.8,,25
"1,035.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",5.6,,33
"1,036.", Acapulco H.E.A.T.,(1993–1994),60 min,"Action, Adventure",5.5,,20
"1,037.", Acapulco H.E.A.T.,(1993–1994),43 min,"Action, Adventure",5.2,,22
"1,038.", Acapulco H.E.A.T.,(1993–1994),60 min,"Action, Adventure",5.3,,20
"1,039.", Acapulco H.E.A.T.,(1993–1994),60 min,"Action, Adventure",5.1,,22
"1,040.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",5.2,,25
"1,041.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",5.2,,22
"1,042.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",5.2,,22
"1,043.", Acapulco H.E.A.T.,(1993–1994),43 min,"Action, Adventure",5.3,,21
"1,044.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",5.8,,20
"1,045.", Acapulco H.E.A.T.,(1993–1994),44 min,"Action, Adventure",5.9,,20
"1,046.", Acapulco H.E.A.T.,(1993–1994),60 min,"Action, Adventure",5.8,,25
"1,047.", Acapulco H.E.A.T.,(1993–1994),43 min,"Action, Adventure",4.8,,22
"1,048.", Acapulco H.E.A.T.,(1993–1994),60 min,"Action, Adventure",5.1,,22
"1,049.", Acapulco H.E.A.T.,(1993–1994),60 min,"Action, Adventure",5.9,,24
"1,050.", Acapulco H.E.A.T.,(1998– ),44 min,"Action, Adventure",5.4,,11
"1,051.", Acapulco H.E.A.T.,(1998– ),44 min,"Action, Adventure",6.7,,12
"1,052.", Acapulco H.E.A.T.,(1998– ),44 min,"Action, Adventure",7,,16
"1,053.", Acapulco H.E.A.T.,(1998– ),44 min,"Action, Adventure",6.4,,12
